0.0000    1.0000    0.0000
-0.4207    0.9972    0.0191
-0.8067    0.8188    0.0186
-1.0856    0.4805    0.0181
-1.2001    0.0270    0.0179
-1.1164   -0.4731    0.0179
-0.8321   -0.9375    0.0183
-0.3793   -1.2830    0.0191
0.1781   -1.4397    0.0201
0.7529   -1.3647    0.0213
1.2471   -1.0511    0.0225
2.9919   -4.5900    0.0263
4.6325   -3.3405    0.0336
5.6113   -1.4126    0.0416
5.7034    0.9176    0.0461
4.8193    3.2814    0.0423
3.0313    5.2738    0.0324
0.5717    6.5204    0.0232
-2.1937    6.7435    0.0173
-4.8149    5.8176    0.0139
-6.8245    3.8094    0.0121
-7.8314    0.9658    0.0113
-7.5712   -2.2905    0.0113
-5.9805   -5.4324    0.0123
-3.2204   -7.9075    0.0145
0.3319   -9.2314    0.0191
4.1296   -9.0774    0.0285
7.5345   -7.3471    0.0496
9.9175   -4.2080    0.1015
10.7610   -0.0911    0.2171
9.7684    4.3570    0.3447
7.0011    8.3782    0.2440
2.8690   11.2558    0.0624
-2.0644   12.4223    0.0192
-7.0556   11.5392    0.0123
-11.2538    8.5847    0.0096
-13.8638    3.9016    0.0084
-14.3091   -1.8662    0.0082
-12.3204   -7.8079    0.0088
-8.0329  -12.9119    0.0107
-1.9908  -16.2251    0.0153
4.9109  -17.0221    0.0283
11.5451  -14.9523    0.0883
16.6599  -10.1427    0.7747
17.5042   -8.5822    1.6313
18.0446   -6.9165    3.6535
18.0827   -5.1836    8.4083
17.7951   -4.3118   12.6433
17.2038   -3.4531   18.5927
16.2194   -2.6256   26.2726
14.7707   -1.8518   34.8984
12.8566   -1.1567   42.5359
10.5984   -0.5626   46.5660
8.2381   -0.0824   45.2414
6.0536    0.2844   39.0709
4.2431    0.5515   30.4315
2.8714    0.7392   21.8370
1.8976    0.8685   14.7556
1.2334    0.9572    9.5636
0.7879    1.0186    6.0280
0.4880    1.0616    3.7309
-0.5934    1.0894    0.0260
-1.0036    0.8390    0.0184
-1.2740    0.4189    0.0178
-1.3467   -0.1127    0.0176
-1.1925   -0.6735    0.0178
-0.8193  -1.1683   0.0183
-0.5630  -1.3628   0.0187
-0.2718  -1.5080   0.0192
0.0434  -1.5956   0.0198
0.3699  -1.6196   0.0204
0.6944  -1.5762   0.0211
1.0029  -1.4645   0.0218
1.2815  -1.2865   0.0226
1.5171  -1.0470   0.0232
1.6977  -0.7536   0.0238
1.8135  -0.4167   0.0242
1.8568  -0.0488   0.0245
1.8228   0.3350   0.0245
1.7096   0.7201   0.0243
